"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"|"Concepto"|"General"
"Bloqueadas Por Mantenimiento                   "|5|8|"2024-04-16"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|16|11|"2024-04-16"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|44|3|"2024-04-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|5|8|"2024-04-17"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|11|11|"2024-04-17"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|45|3|"2024-04-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-04-18"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-04-18"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|10|11|"2024-04-18"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|37|3|"2024-04-19"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|2|3|"2024-04-19"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-04-19"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-04-19"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|18|11|"2024-04-19"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|28|3|"2024-04-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|2|3|"2024-04-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-04-20"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-04-20"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|28|11|"2024-04-20"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|25|3|"2024-04-21"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|3|3|"2024-04-21"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2024-04-21"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-04-21"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-04-21"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|28|11|"2024-04-21"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|23|3|"2024-04-22"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|3|3|"2024-04-22"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-04-22"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-04-22"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2024-04-22"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|51|3|"2024-04-23"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|2|3|"2024-04-23"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-04-23"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|5|11|"2024-04-23"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|51|3|"2024-04-24"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|1|3|"2024-04-24"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-04-24"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|6|11|"2024-04-24"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|55|3|"2024-04-25"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-04-25"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|4|11|"2024-04-25"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|49|3|"2024-04-26"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-04-26"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|10|11|"2024-04-26"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|25|3|"2024-04-27"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|1|3|"2024-04-27"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2024-04-27"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-04-27"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-04-27"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|29|11|"2024-04-27"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|25|3|"2024-04-28"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|1|3|"2024-04-28"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-04-28"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2024-04-28"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|21|3|"2024-04-29"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|2|3|"2024-04-29"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-04-29"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-04-29"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|34|11|"2024-04-29"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|18|3|"2024-04-30"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|4|3|"2024-04-30"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|38|11|"2024-04-30"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|21|3|"2024-05-01"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|7|3|"2024-05-01"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2024-05-01"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|34|3|"2024-05-02"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|18|3|"2024-05-02"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-02"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|7|11|"2024-05-02"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|23|3|"2024-05-03"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|21|3|"2024-05-03"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|16|11|"2024-05-03"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|22|3|"2024-05-04"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|21|3|"2024-05-04"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-04"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|16|11|"2024-05-04"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|15|3|"2024-05-05"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|14|3|"2024-05-05"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-05"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|30|11|"2024-05-05"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|22|3|"2024-05-06"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|11|3|"2024-05-06"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-06"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|26|11|"2024-05-06"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|23|3|"2024-05-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|6|3|"2024-05-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-07"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|30|11|"2024-05-07"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|24|3|"2024-05-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|5|3|"2024-05-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2024-05-08"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-05-08"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|28|11|"2024-05-08"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|26|3|"2024-05-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|6|3|"2024-05-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-09"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|27|11|"2024-05-09"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|27|3|"2024-05-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|10|3|"2024-05-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-10"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|22|11|"2024-05-10"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|20|3|"2024-05-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|12|3|"2024-05-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-11"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|27|11|"2024-05-11"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|18|3|"2024-05-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|7|3|"2024-05-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|35|11|"2024-05-12"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|17|3|"2024-05-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|5|3|"2024-05-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|2|7|"2024-05-13"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|36|11|"2024-05-13"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|45|3|"2024-05-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|4|3|"2024-05-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|2|7|"2024-05-14"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|9|11|"2024-05-14"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|49|3|"2024-05-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|3|3|"2024-05-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|4|7|"2024-05-15"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|4|11|"2024-05-15"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|52|3|"2024-05-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|3|3|"2024-05-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|2|7|"2024-05-16"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|3|11|"2024-05-16"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|47|3|"2024-05-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|2|3|"2024-05-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|2|7|"2024-05-17"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-17"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-17"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|7|11|"2024-05-17"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|23|3|"2024-05-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|4|3|"2024-05-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2024-05-18"|"Sites 45"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-18"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|31|11|"2024-05-18"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|15|3|"2024-05-19"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|5|3|"2024-05-19"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-05-19"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|38|11|"2024-05-19"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|19|3|"2024-05-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|8|3|"2024-05-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|5|8|"2024-05-20"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|28|11|"2024-05-20"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|33|3|"2024-05-21"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|7|3|"2024-05-21"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-21"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|19|11|"2024-05-21"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|48|3|"2024-05-22"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|9|3|"2024-05-22"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-22"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|2|11|"2024-05-22"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|44|3|"2024-05-23"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|10|3|"2024-05-23"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-23"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|3|9|"2024-05-23"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|2|11|"2024-05-23"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|19|3|"2024-05-24"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|14|3|"2024-05-24"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-24"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|3|9|"2024-05-24"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|23|11|"2024-05-24"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|17|3|"2024-05-25"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|24|3|"2024-05-25"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-05-25"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-05-25"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|16|11|"2024-05-25"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|15|3|"2024-05-26"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|16|3|"2024-05-26"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-05-26"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|27|11|"2024-05-26"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|20|3|"2024-05-27"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|13|3|"2024-05-27"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-05-27"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2024-05-27"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|18|3|"2024-05-28"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|12|3|"2024-05-28"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-05-28"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-05-28"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2024-05-28"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|24|3|"2024-05-29"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|13|3|"2024-05-29"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-05-29"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|20|11|"2024-05-29"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|17|3|"2024-05-30"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
