"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"
"02 022 Reservas de personas a través de agenci "|13|15|"2023-07-17"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|44|15|"2023-07-18"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|5|15|"2023-07-18"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-07-18"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|14|15|"2023-07-19"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-07-19"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|18|15|"2023-07-19"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|14|15|"2023-07-20"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-07-20"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|29|15|"2023-07-20"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|12|15|"2023-07-21"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|17|15|"2023-07-21"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|39|15|"2023-07-21"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|7|15|"2023-07-22"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|10|15|"2023-07-22"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|33|15|"2023-07-22"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|2|18|"2023-07-22"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|19|15|"2023-07-23"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-07-23"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|28|15|"2023-07-23"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|36|15|"2023-07-24"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|11|15|"2023-07-24"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|53|15|"2023-07-25"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|2|15|"2023-07-25"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|7|15|"2023-07-25"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|46|15|"2023-07-26"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|3|15|"2023-07-26"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|11|15|"2023-07-26"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|43|15|"2023-07-27"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|3|15|"2023-07-27"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|9|15|"2023-07-27"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|11|15|"2023-07-28"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|11|15|"2023-07-28"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|12|15|"2023-07-28"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|16|15|"2023-07-29"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|14|15|"2023-07-29"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|7|15|"2023-07-29"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|14|15|"2023-07-30"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|11|15|"2023-07-30"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|32|15|"2023-07-31"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-07-31"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-07-31"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|39|15|"2023-08-01"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|8|15|"2023-08-01"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|7|15|"2023-08-01"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|39|15|"2023-08-02"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|9|15|"2023-08-02"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|23|15|"2023-08-02"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|42|15|"2023-08-03"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|5|15|"2023-08-03"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|34|15|"2023-08-03"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|26|15|"2023-08-04"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|19|15|"2023-08-04"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|55|15|"2023-08-04"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|2|15|"2023-08-05"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|18|15|"2023-08-05"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|21|15|"2023-08-05"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|65|15|"2023-08-05"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|12|15|"2023-08-06"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-08-06"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|43|15|"2023-08-06"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|10|15|"2023-08-07"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-08-07"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|21|15|"2023-08-07"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|41|15|"2023-08-08"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|8|15|"2023-08-08"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|18|15|"2023-08-08"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|44|15|"2023-08-09"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-08-09"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|15|15|"2023-08-09"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|48|15|"2023-08-10"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|4|15|"2023-08-10"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|18|15|"2023-08-10"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|27|15|"2023-08-11"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|8|15|"2023-08-11"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|43|15|"2023-08-11"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|15|15|"2023-08-12"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|19|15|"2023-08-12"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|49|15|"2023-08-12"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-08-12"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|8|15|"2023-08-13"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-08-13"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|22|15|"2023-08-13"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|31|15|"2023-08-14"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|2|15|"2023-08-14"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|20|15|"2023-08-14"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|1|15|"2023-08-15"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|48|15|"2023-08-15"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|1|15|"2023-08-15"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-08-15"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|1|15|"2023-08-16"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|49|15|"2023-08-16"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-08-16"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|11|15|"2023-08-16"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|2|15|"2023-08-17"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|38|15|"2023-08-17"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|9|15|"2023-08-17"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|23|15|"2023-08-17"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|1|15|"2023-08-18"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|6|15|"2023-08-18"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|18|15|"2023-08-18"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|51|15|"2023-08-18"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|5|15|"2023-08-19"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|21|15|"2023-08-19"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|54|15|"2023-08-19"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-08-19"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|5|15|"2023-08-20"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-08-20"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|35|15|"2023-08-20"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|12|15|"2023-08-21"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|9|15|"2023-08-21"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|28|15|"2023-08-21"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|2|15|"2023-08-22"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|39|15|"2023-08-22"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|12|15|"2023-08-22"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|8|15|"2023-08-22"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|1|15|"2023-08-23"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|59|15|"2023-08-23"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|3|15|"2023-08-23"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|9|15|"2023-08-23"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|58|15|"2023-08-24"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-08-24"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|7|15|"2023-08-24"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|33|15|"2023-08-25"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|16|15|"2023-08-25"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|22|15|"2023-08-25"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-08-25"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|10|15|"2023-08-26"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-08-26"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|16|15|"2023-08-26"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-08-26"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|13|15|"2023-08-27"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-08-27"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|4|15|"2023-08-27"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|6|18|"2023-08-27"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|29|15|"2023-08-28"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-08-28"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-08-28"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|5|18|"2023-08-28"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|42|15|"2023-08-29"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|11|15|"2023-08-29"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-08-29"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|3|18|"2023-08-29"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|42|15|"2023-08-30"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-08-30"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|14|15|"2023-08-30"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|34|15|"2023-08-31"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|15|15|"2023-08-31"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|12|15|"2023-08-31"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|14|15|"2023-09-01"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|31|15|"2023-09-01"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|22|15|"2023-09-01"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|2|18|"2023-09-01"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|11|15|"2023-09-02"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|29|15|"2023-09-02"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|23|15|"2023-09-02"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|2|18|"2023-09-02"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|7|15|"2023-09-03"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|14|15|"2023-09-03"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|27|15|"2023-09-03"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|36|15|"2023-09-04"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|17|15|"2023-09-04"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|17|15|"2023-09-04"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|42|15|"2023-09-05"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-09-05"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|20|15|"2023-09-05"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|41|15|"2023-09-06"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|12|15|"2023-09-06"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|23|15|"2023-09-06"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|30|15|"2023-09-07"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|26|15|"2023-09-07"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|37|15|"2023-09-07"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|14|15|"2023-09-08"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|39|15|"2023-09-08"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|47|15|"2023-09-08"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|3|15|"2023-09-09"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|25|15|"2023-09-09"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|42|15|"2023-09-09"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-09-09"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|10|15|"2023-09-10"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|7|15|"2023-09-10"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|12|15|"2023-09-10"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-09-10"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|34|15|"2023-09-11"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|4|15|"2023-09-11"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|8|15|"2023-09-11"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|46|15|"2023-09-12"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|3|15|"2023-09-12"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|9|15|"2023-09-12"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|38|15|"2023-09-13"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|14|15|"2023-09-13"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|7|15|"2023-09-13"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|21|15|"2023-09-14"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|31|15|"2023-09-14"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|10|15|"2023-09-14"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|8|15|"2023-09-14"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|21|15|"2023-09-15"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|8|15|"2023-09-15"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|18|15|"2023-09-15"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|29|15|"2023-09-15"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-09-15"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|11|15|"2023-09-16"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|24|15|"2023-09-16"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|30|15|"2023-09-16"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|1|18|"2023-09-16"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|6|15|"2023-09-17"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|9|15|"2023-09-17"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|20|15|"2023-09-17"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|47|15|"2023-09-18"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|4|15|"2023-09-18"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|12|15|"2023-09-18"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|48|15|"2023-09-19"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|3|15|"2023-09-19"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-09-19"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|48|15|"2023-09-20"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|4|15|"2023-09-20"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|9|15|"2023-09-20"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|43|15|"2023-09-21"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|5|15|"2023-09-21"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|16|15|"2023-09-21"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|12|15|"2023-09-22"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|15|15|"2023-09-22"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|17|15|"2023-09-22"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|5|15|"2023-09-23"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|11|15|"2023-09-23"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|34|15|"2023-09-23"|"Sites Recreo"|"Huespedes"
"Complimentary                                  "|2|18|"2023-09-23"|"Sites Recreo"|"Complimentary                                  "
"01 012 Reservas de funcionarios que representa "|6|15|"2023-09-24"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|2|15|"2023-09-24"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|5|15|"2023-09-24"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|27|15|"2023-09-25"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|1|15|"2023-09-25"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|14|15|"2023-09-25"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|35|15|"2023-09-26"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-09-26"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|20|15|"2023-09-26"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|45|15|"2023-09-27"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|8|15|"2023-09-27"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|14|15|"2023-09-27"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|48|15|"2023-09-28"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-09-28"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|13|15|"2023-09-28"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|16|15|"2023-09-29"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-09-29"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|23|15|"2023-09-29"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|8|15|"2023-09-30"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|14|15|"2023-09-30"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|30|15|"2023-09-30"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|12|15|"2023-10-01"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-10-01"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|20|15|"2023-10-01"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|31|15|"2023-10-02"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-10-02"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|16|15|"2023-10-02"|"Sites Recreo"|"Huespedes"
"01 011 Reservas de particulares que visita la  "|1|15|"2023-10-03"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|40|15|"2023-10-03"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|13|15|"2023-10-03"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|14|15|"2023-10-03"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|50|15|"2023-10-04"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|5|15|"2023-10-04"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|10|15|"2023-10-04"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|52|15|"2023-10-05"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|8|15|"2023-10-05"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|15|15|"2023-10-05"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|27|15|"2023-10-06"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|11|15|"2023-10-06"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|33|15|"2023-10-06"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|12|15|"2023-10-07"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|20|15|"2023-10-07"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|36|15|"2023-10-07"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|13|15|"2023-10-08"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|20|15|"2023-10-08"|"Sites Recreo"|"Huespedes"
"02 022 Reservas de personas a través de agenci "|40|15|"2023-10-08"|"Sites Recreo"|"Huespedes"
"01 012 Reservas de funcionarios que representa "|35|15|"2023-10-09"|"Sites Recreo"|"Huespedes"
"02 021 Reservas de particulares que visitan la "|6|15|"2023-10-09"|"Sites Recreo"|"Huespedes"
